,title,rating,price,link
37,"APPLE iPhone SE (Black, 256 GB)","4.51,48,912 Ratings & 11,735 Reviews","₹45,099",https://www.flipkart.com/apple-iphone-se-black-256-gb/p/itmb1c4c827c8951?pid=MOBFWQ6BHJB7XAFV&lid=LSTMOBFWQ6BHJB7XAFVCYMPPB&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_38&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWQ6BHJB7XAFV.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
38,"APPLE iPhone 13 Mini (Midnight, 256 GB)",4.6666 Ratings & 59 Reviews,"₹74,900",https://www.flipkart.com/apple-iphone-13-mini-midnight-256-gb/p/itmf75f164e38939?pid=MOBG6VF5SHP6JAGR&lid=LSTMOBG6VF5SHP6JAGRND17LS&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_39&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBG6VF5SHP6JAGR.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
39,"APPLE iPhone 13 (Pink, 256 GB)","4.63,884 Ratings & 409 Reviews","₹84,900",https://www.flipkart.com/apple-iphone-13-pink-256-gb/p/itmc5ee8ec6cd737?pid=MOBG6VF5XAMZ2FKX&lid=LSTMOBG6VF5XAMZ2FKX7ZANWJ&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_40&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBG6VF5XAMZ2FKX.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
40,"APPLE iPhone SE (3rd Gen) (Starlight, 64 GB)",4.5148 Ratings & 25 Reviews,"₹43,900",https://www.flipkart.com/apple-iphone-se-3rd-gen-starlight-64-gb/p/itm42f845a8b9650?pid=MOBGC9K35ZZ8YA5B&lid=LSTMOBGC9K35ZZ8YA5BJKNLBP&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_41&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBGC9K35ZZ8YA5B.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
41,"APPLE iPhone 12 Mini (Red, 128 GB)","4.596,794 Ratings & 7,898 Reviews","₹55,199",https://www.flipkart.com/apple-iphone-12-mini-red-128-gb/p/itm205ea3c0649df?pid=MOBFWBYZYNNNUSKB&lid=LSTMOBFWBYZYNNNUSKBPJVRVD&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_42&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWBYZYNNNUSKB.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
42,"APPLE iPhone 12 Mini (Black, 128 GB)","4.596,794 Ratings & 7,898 Reviews","₹55,199",https://www.flipkart.com/apple-iphone-12-mini-black-128-gb/p/itm0eb512c195bdf?pid=MOBFWBYZH2AMPNPD&lid=LSTMOBFWBYZH2AMPNPDFF713P&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_43&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWBYZH2AMPNPD.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
43,"APPLE iPhone SE (3rd Gen) (Starlight, 128 GB)",4.5148 Ratings & 25 Reviews,"₹48,900",https://www.flipkart.com/apple-iphone-se-3rd-gen-starlight-128-gb/p/itm5deefcbb79af1?pid=MOBGC9K3M8XYNVM9&lid=LSTMOBGC9K3M8XYNVM9N0TJUW&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_44&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBGC9K3M8XYNVM9.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
44,"APPLE iPhone 13 (Starlight, 256 GB)","4.63,884 Ratings & 409 Reviews","₹84,900",https://www.flipkart.com/apple-iphone-13-starlight-256-gb/p/itm37b8de852304e?pid=MOBG6VF5NFYJ8KQX&lid=LSTMOBG6VF5NFYJ8KQXPU9HRG&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_45&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBG6VF5NFYJ8KQX.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
45,"APPLE iPhone 12 Mini (Red, 64 GB)","4.596,794 Ratings & 7,898 Reviews","₹49,999",https://www.flipkart.com/apple-iphone-12-mini-red-64-gb/p/itm255dd64643767?pid=MOBFWBYZNVWGWN2U&lid=LSTMOBFWBYZNVWGWN2U8SJXEG&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_46&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWBYZNVWGWN2U.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
46,"APPLE iPhone 11 (Purple, 64 GB)","4.678,690 Ratings & 5,936 Reviews","₹49,890",https://www.flipkart.com/apple-iphone-11-purple-64-gb/p/itm2b8d03427ddac?pid=MOBFWQ6BTFFJKGKE&lid=LSTMOBFWQ6BTFFJKGKEBKLED5&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_47&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWQ6BTFFJKGKE.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
47,"APPLE iPhone 12 (Purple, 64 GB)","4.61,68,390 Ratings & 11,581 Reviews","₹59,999",https://www.flipkart.com/apple-iphone-12-purple-64-gb/p/itmfca1e77621c65?pid=MOBG2EPZJUZEYZGK&lid=LSTMOBG2EPZJUZEYZGK3JC9XU&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_48&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBG2EPZJUZEYZGK.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
48,"APPLE iPhone 12 (White, 128 GB)","4.61,68,390 Ratings & 11,581 Reviews","₹64,999",https://www.flipkart.com/apple-iphone-12-white-128-gb/p/itm95393f4c6cc59?pid=MOBFWBYZBTZFGJF9&lid=LSTMOBFWBYZBTZFGJF9RAHZAK&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_25&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWBYZBTZFGJF9.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
49,"APPLE iPhone 11 (Green, 128 GB)","4.678,690 Ratings & 5,936 Reviews","₹54,699",https://www.flipkart.com/apple-iphone-11-green-128-gb/p/itm97529bbf640ca?pid=MOBFWQ6BHBKMH4BF&lid=LSTMOBFWQ6BHBKMH4BFDWQ2LJ&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_26&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWQ6BHBKMH4BF.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
50,"APPLE iPhone 11 (Red, 128 GB)","4.678,690 Ratings & 5,936 Reviews","₹52,900",https://www.flipkart.com/apple-iphone-11-red-128-gb/p/itm8d14bd0e33a1c?pid=MOBFWQ6BEZTNK59G&lid=LSTMOBFWQ6BEZTNK59G24ZQ2Y&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_27&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWQ6BEZTNK59G.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
51,"APPLE iPhone 13 Mini (Midnight, 128 GB)",4.6666 Ratings & 59 Reviews,"₹64,900",https://www.flipkart.com/apple-iphone-13-mini-midnight-128-gb/p/itm6fb7dc262ba8c?pid=MOBG6VF5CPAWTCBH&lid=LSTMOBG6VF5CPAWTCBHSPDPW0&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_28&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBG6VF5CPAWTCBH.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
52,"APPLE iPhone 12 Mini (Blue, 256 GB)","4.596,794 Ratings & 7,898 Reviews","₹69,900",https://www.flipkart.com/apple-iphone-12-mini-blue-256-gb/p/itmc642fc932a70c?pid=MOBFWBYZEWKFTSHF&lid=LSTMOBFWBYZEWKFTSHF95VDYY&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_29&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWBYZEWKFTSHF.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
53,"APPLE iPhone 13 Pro (Graphite, 256 GB)",4.7605 Ratings & 57 Reviews,"₹1,29,900",https://www.flipkart.com/apple-iphone-13-pro-graphite-256-gb/p/itm1b16c87a4a64a?pid=MOBG6VF5WKMAADTZ&lid=LSTMOBG6VF5WKMAADTZ01VPON&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_30&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBG6VF5WKMAADTZ.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
54,"APPLE iPhone 13 (Midnight, 256 GB)","4.63,884 Ratings & 409 Reviews","₹84,900",https://www.flipkart.com/apple-iphone-13-midnight-256-gb/p/itmfa27e6497b641?pid=MOBG6VF5AJGQ6HHE&lid=LSTMOBG6VF5AJGQ6HHEIDDQMK&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_31&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBG6VF5AJGQ6HHE.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
55,"APPLE iPhone 13 mini (Green, 256 GB)",4.6666 Ratings & 59 Reviews,"₹74,900",https://www.flipkart.com/apple-iphone-13-mini-green-256-gb/p/itm3e9566d87023e?pid=MOBGC9VGY3UYTKYB&lid=LSTMOBGC9VGY3UYTKYBMZJC9D&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_32&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBGC9VGY3UYTKYB.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
56,"APPLE iPhone 13 (Green, 256 GB)","4.63,884 Ratings & 409 Reviews","₹84,900",https://www.flipkart.com/apple-iphone-13-green-256-gb/p/itm14914e5e84473?pid=MOBGC9VGPXQNTXDW&lid=LSTMOBGC9VGPXQNTXDWE7BRMN&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_33&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBGC9VGPXQNTXDW.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
57,"APPLE iPhone 12 (Black, 64 GB)","4.61,68,390 Ratings & 11,581 Reviews","₹59,999",https://www.flipkart.com/apple-iphone-12-black-64-gb/p/itma2559422bf7c7?pid=MOBFWBYZU5FWK2VP&lid=LSTMOBFWBYZU5FWK2VPZMTUKX&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_34&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWBYZU5FWK2VP.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
58,"APPLE iPhone 12 (Green, 64 GB)","4.61,68,390 Ratings & 11,581 Reviews","₹59,999",https://www.flipkart.com/apple-iphone-12-green-64-gb/p/itmc8a19a9686173?pid=MOBFWBYZKK3EJPFW&lid=LSTMOBFWBYZKK3EJPFWHTKEDW&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_35&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWBYZKK3EJPFW.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
59,"APPLE iPhone SE (Red, 256 GB)","4.51,48,912 Ratings & 11,735 Reviews","₹45,099",https://www.flipkart.com/apple-iphone-se-red-256-gb/p/itm3c692856af9ba?pid=MOBFWQ6BTCWTXACG&lid=LSTMOBFWQ6BTCWTXACGSFLMMO&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_36&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWQ6BTCWTXACG.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
60,"APPLE iPhone 12 Pro (Gold, 512 GB)","4.61,074 Ratings & 72 Reviews","₹1,39,900",https://www.flipkart.com/apple-iphone-12-pro-gold-512-gb/p/itm157b3be191fd1?pid=MOBFWBYZGKFYVTWH&lid=LSTMOBFWBYZGKFYVTWH2QAHKV&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_37&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWBYZGKFYVTWH.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
61,"APPLE iPhone SE (Black, 256 GB)","4.51,48,912 Ratings & 11,735 Reviews","₹45,099",https://www.flipkart.com/apple-iphone-se-black-256-gb/p/itmb1c4c827c8951?pid=MOBFWQ6BHJB7XAFV&lid=LSTMOBFWQ6BHJB7XAFVCYMPPB&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_38&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWQ6BHJB7XAFV.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
62,"APPLE iPhone 13 Mini (Midnight, 256 GB)",4.6666 Ratings & 59 Reviews,"₹74,900",https://www.flipkart.com/apple-iphone-13-mini-midnight-256-gb/p/itmf75f164e38939?pid=MOBG6VF5SHP6JAGR&lid=LSTMOBG6VF5SHP6JAGRND17LS&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_39&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBG6VF5SHP6JAGR.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
63,"APPLE iPhone 13 (Pink, 256 GB)","4.63,884 Ratings & 409 Reviews","₹84,900",https://www.flipkart.com/apple-iphone-13-pink-256-gb/p/itmc5ee8ec6cd737?pid=MOBG6VF5XAMZ2FKX&lid=LSTMOBG6VF5XAMZ2FKX7ZANWJ&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_40&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBG6VF5XAMZ2FKX.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
64,"APPLE iPhone SE (3rd Gen) (Starlight, 64 GB)",4.5148 Ratings & 25 Reviews,"₹43,900",https://www.flipkart.com/apple-iphone-se-3rd-gen-starlight-64-gb/p/itm42f845a8b9650?pid=MOBGC9K35ZZ8YA5B&lid=LSTMOBGC9K35ZZ8YA5BJKNLBP&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_41&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBGC9K35ZZ8YA5B.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
65,"APPLE iPhone 12 Mini (Red, 128 GB)","4.596,794 Ratings & 7,898 Reviews","₹55,199",https://www.flipkart.com/apple-iphone-12-mini-red-128-gb/p/itm205ea3c0649df?pid=MOBFWBYZYNNNUSKB&lid=LSTMOBFWBYZYNNNUSKBPJVRVD&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_42&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWBYZYNNNUSKB.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
66,"APPLE iPhone 12 Mini (Black, 128 GB)","4.596,794 Ratings & 7,898 Reviews","₹55,199",https://www.flipkart.com/apple-iphone-12-mini-black-128-gb/p/itm0eb512c195bdf?pid=MOBFWBYZH2AMPNPD&lid=LSTMOBFWBYZH2AMPNPDFF713P&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_43&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWBYZH2AMPNPD.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
67,"APPLE iPhone SE (3rd Gen) (Starlight, 128 GB)",4.5148 Ratings & 25 Reviews,"₹48,900",https://www.flipkart.com/apple-iphone-se-3rd-gen-starlight-128-gb/p/itm5deefcbb79af1?pid=MOBGC9K3M8XYNVM9&lid=LSTMOBGC9K3M8XYNVM9N0TJUW&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_44&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBGC9K3M8XYNVM9.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
68,"APPLE iPhone 13 (Starlight, 256 GB)","4.63,884 Ratings & 409 Reviews","₹84,900",https://www.flipkart.com/apple-iphone-13-starlight-256-gb/p/itm37b8de852304e?pid=MOBG6VF5NFYJ8KQX&lid=LSTMOBG6VF5NFYJ8KQXPU9HRG&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_45&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBG6VF5NFYJ8KQX.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
69,"APPLE iPhone 12 Mini (Red, 64 GB)","4.596,794 Ratings & 7,898 Reviews","₹49,999",https://www.flipkart.com/apple-iphone-12-mini-red-64-gb/p/itm255dd64643767?pid=MOBFWBYZNVWGWN2U&lid=LSTMOBFWBYZNVWGWN2U8SJXEG&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_46&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWBYZNVWGWN2U.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
70,"APPLE iPhone 11 (Purple, 64 GB)","4.678,690 Ratings & 5,936 Reviews","₹49,890",https://www.flipkart.com/apple-iphone-11-purple-64-gb/p/itm2b8d03427ddac?pid=MOBFWQ6BTFFJKGKE&lid=LSTMOBFWQ6BTFFJKGKEBKLED5&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_47&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBFWQ6BTFFJKGKE.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
71,"APPLE iPhone 12 (Purple, 64 GB)","4.61,68,390 Ratings & 11,581 Reviews","₹59,999",https://www.flipkart.com/apple-iphone-12-purple-64-gb/p/itmfca1e77621c65?pid=MOBG2EPZJUZEYZGK&lid=LSTMOBG2EPZJUZEYZGK3JC9XU&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_2_48&otracker=search&otracker1=search&fm=Search&iid=fceebd4e-b3fd-4f6b-87f2-2c9120c63cae.MOBG2EPZJUZEYZGK.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
72,"APPLE iPhone 12 Pro (Pacific Blue, 256 GB)","4.61,074 Ratings & 72 Reviews","₹1,19,900",https://www.flipkart.com/apple-iphone-12-pro-pacific-blue-256-gb/p/itmea897274baa30?pid=MOBFWBYZVRPH2UCD&lid=LSTMOBFWBYZVRPH2UCDHPQUAR&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_3_49&otracker=search&otracker1=search&fm=Search&iid=81aa0269-d52a-483e-b260-6de750f6b80b.MOBFWBYZVRPH2UCD.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
73,"APPLE iPhone SE (3rd Gen) (Midnight, 128 GB)",4.5148 Ratings & 25 Reviews,"₹48,900",https://www.flipkart.com/apple-iphone-se-3rd-gen-midnight-128-gb/p/itm81fb9b430453d?pid=MOBGC9K3PXUFPSJG&lid=LSTMOBGC9K3PXUFPSJGLJUARV&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_3_50&otracker=search&otracker1=search&fm=Search&iid=81aa0269-d52a-483e-b260-6de750f6b80b.MOBGC9K3PXUFPSJG.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
74,"APPLE iPhone SE (3rd Gen) (Product (Red), 128 GB)",4.5148 Ratings & 25 Reviews,"₹48,900",https://www.flipkart.com/apple-iphone-se-3rd-gen-product-red-128-gb/p/itm6e66eeabdbb29?pid=MOBGC9K3APRZUHFT&lid=LSTMOBGC9K3APRZUHFTIKEDIP&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_3_51&otracker=search&otracker1=search&fm=Search&iid=81aa0269-d52a-483e-b260-6de750f6b80b.MOBGC9K3APRZUHFT.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
75,"APPLE iPhone 11 (Red, 64 GB)","4.678,690 Ratings & 5,936 Reviews","₹47,990",https://www.flipkart.com/apple-iphone-11-red-64-gb/p/itmc3935326f2feb?pid=MOBFWQ6BYYV3FCU7&lid=LSTMOBFWQ6BYYV3FCU72AWLZZ&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_3_52&otracker=search&otracker1=search&fm=Search&iid=81aa0269-d52a-483e-b260-6de750f6b80b.MOBFWQ6BYYV3FCU7.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
76,"APPLE iPhone 13 Pro Max (Silver, 512 GB)",4.7932 Ratings & 99 Reviews,"₹1,59,900",https://www.flipkart.com/apple-iphone-13-pro-max-silver-512-gb/p/itm282cb973542f0?pid=MOBG6VF5FHNYCMTS&lid=LSTMOBG6VF5FHNYCMTSI00AMV&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_3_53&otracker=search&otracker1=search&fm=Search&iid=81aa0269-d52a-483e-b260-6de750f6b80b.MOBG6VF5FHNYCMTS.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
77,"APPLE iPhone 11 (White, 128 GB)","4.678,690 Ratings & 5,936 Reviews","₹54,890",https://www.flipkart.com/apple-iphone-11-white-128-gb/p/itme32df47ea6742?pid=MOBFWQ6B7KKRXDDS&lid=LSTMOBFWQ6B7KKRXDDSD5CGAM&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_3_54&otracker=search&otracker1=search&fm=Search&iid=81aa0269-d52a-483e-b260-6de750f6b80b.MOBFWQ6B7KKRXDDS.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
78,"APPLE iPhone 13 Mini (Blue, 256 GB)",4.6666 Ratings & 59 Reviews,"₹74,900",https://www.flipkart.com/apple-iphone-13-mini-blue-256-gb/p/itm08b08b1944f85?pid=MOBG6VF5AHRMKUPP&lid=LSTMOBG6VF5AHRMKUPPE6J37J&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_3_55&otracker=search&otracker1=search&fm=Search&iid=81aa0269-d52a-483e-b260-6de750f6b80b.MOBG6VF5AHRMKUPP.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
79,"APPLE iPhone 11 (Purple, 128 GB)","4.678,690 Ratings & 5,936 Reviews","₹54,790",https://www.flipkart.com/apple-iphone-11-purple-128-gb/p/itmb7ca0b05522ff?pid=MOBFWQ6BEHFXGXGB&lid=LSTMOBFWQ6BEHFXGXGBL9VVPI&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_3_56&otracker=search&otracker1=search&fm=Search&iid=81aa0269-d52a-483e-b260-6de750f6b80b.MOBFWQ6BEHFXGXGB.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
80,"APPLE iPhone 13 Mini (Pink, 256 GB)",4.6666 Ratings & 59 Reviews,"₹74,900",https://www.flipkart.com/apple-iphone-13-mini-pink-256-gb/p/itme74fe970bccbe?pid=MOBG6VF526YUQCPN&lid=LSTMOBG6VF526YUQCPN3PKBZB&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_3_57&otracker=search&otracker1=search&fm=Search&iid=81aa0269-d52a-483e-b260-6de750f6b80b.MOBG6VF526YUQCPN.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
81,"APPLE iPhone 13 Pro (Graphite, 128 GB)",4.7605 Ratings & 57 Reviews,"₹1,19,900",https://www.flipkart.com/apple-iphone-13-pro-graphite-128-gb/p/itmd6aa69a930473?pid=MOBG6VF5FYT935T7&lid=LSTMOBG6VF5FYT935T7J53LPQ&marketplace=FLIPKART&q=apple+phones&store=tyy%2F4io&srno=s_3_58&otracker=search&otracker1=search&fm=Search&iid=81aa0269-d52a-483e-b260-6de750f6b80b.MOBG6VF5FYT935T7.SEARCH&ppt=sp&ppn=sp&ssid=xmxtt23mrk0000001649677034693&qH=28642eda9a15b90f
